alias,baseCcy,category,ctMult,ctType,ctVal,ctValCcy,expTime,instFamily,instId,instType,lever,listTime,lotSz,maxIcebergSz,maxLmtSz,maxMktSz,maxStopSz,maxTriggerSz,maxTwapSz,minSz,optType,quoteCcy,settleCcy,state,stk,tickSz,uly
,ICP,1,,,,,,,ICP-USDT,SPOT,5,1620662449000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.01,,USDT,,live,,0.01,
,ICX,1,,,,,,,ICX-USDT,SPOT,,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1,,USDT,,live,,0.0001,
,ILV,1,,,,,,,ILV-USDT,SPOT,,1630986413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.001,,USDT,,live,,0.1,
,IMX,1,,,,,,,IMX-USDT,SPOT,5,1604565813000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1,,USDT,,live,,0.001,
,INT,1,,,,,,,INT-USDT,SPOT,,1548133413000,0.000001,999999999999,999999999999,999999,999999,999999999999,999999999999,100,,USDT,,live,,0.00001,
,INX,1,,,,,,,INX-USDT,SPOT,,1600826400000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,100,,USDT,,live,,0.000001,
,IOST,1,,,,,,,IOST-USDT,SPOT,10,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,10,,USDT,,live,,0.00001,
,IOTA,1,,,,,,,IOTA-USDT,SPOT,10,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1,,USDT,,live,,0.0001,
,IQ,1,,,,,,,IQ-USDT,SPOT,,1592447930000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,100,,USDT,,live,,0.00001,
,JFI,1,,,,,,,JFI-USDT,SPOT,,1599433200000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.01,,USDT,,live,,0.01,
,JOE,1,,,,,,,JOE-USDT,SPOT,,1644379504000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1,,USDT,,live,,0.001,
,JST,1,,,,,,,JST-USDT,SPOT,5,1598569232000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,10,,USDT,,live,,0.00001,
,KAN,1,,,,,,,KAN-USDT,SPOT,,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,100,,USDT,,live,,0.000001,
,KAR,1,,,,,,,KAR-USDT,SPOT,,1626782400000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1,,USDT,,live,,0.001,
,KCASH,1,,,,,,,KCASH-USDT,SPOT,,1548133413000,0.000001,999999999999,999999999999,999999,999999,999999999999,999999999999,100,,USDT,,live,,0.000001,
,KCAL,1,,,,,,,KCAL-USDT,SPOT,,1668139781000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,1,,USDT,,live,,0.0001,
,KDA,1,,,,,,,KDA-USDT,SPOT,,1641352621000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.1,,USDT,,live,,0.001,
,KINE,1,,,,,,,KINE-USDT,SPOT,,1615755600000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1,,USDT,,live,,0.0001,
,KISHU,1,,,,,,,KISHU-USDT,SPOT,5,1620979258000,1,9999999999999999,9999999999999999,2000000000000,2000000000000,9999999999999999,9999999999999999,100000000,,USDT,,live,,0.000000000001,
,KLAY,1,,,,,,,KLAY-USDT,SPOT,5,1599703200000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1,,USDT,,live,,0.0001,
,KNC,1,,,,,,,KNC-USDT,SPOT,5,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1,,USDT,,live,,0.0001,
,KOL,1,,,,,,,KOL-USDT,SPOT,,1632812798000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1,,USDT,,live,,0.00001,
,KONO,1,,,,,,,KONO-USDT,SPOT,,1617699615000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1,,USDT,,live,,0.0001,
,KP3R,1,,,,,,,KP3R-USDT,SPOT,,1607464835000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.001,,USDT,,live,,0.01,
,KSM,1,,,,,,,KSM-USDT,SPOT,5,1599001235000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.01,,USDT,,live,,0.01,
,LAMB,1,,,,,,,LAMB-USDT,SPOT,,1548133413000,0.000001,999999999999,999999999999,999999,999999,999999999999,999999999999,10,,USDT,,live,,0.000001,
,LAT,1,,,,,,,LAT-USDT,SPOT,5,1620791102000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,10,,USDT,,live,,0.00001,
,LBA,1,,,,,,,LBA-USDT,SPOT,,1548133413000,0.000001,999999999999,999999999999,999999,999999,999999999999,999999999999,100,,USDT,,live,,0.000001,
,LDN,1,,,,,,,LDN-USDT,SPOT,,1643358797000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1,,USDT,,live,,0.0001,
,LDO,1,,,,,,,LDO-USDT,SPOT,,1662085641000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,1,,USDT,,live,,0.0001,
,LEASH,1,,,,,,,LEASH-USDT,SPOT,,1636093910000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.001,,USDT,,live,,0.1,
,LEO,1,,,,,,,LEO-USDT,SPOT,,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1,,USDT,,live,,0.001,
,LET,1,,,,,,,LET-USDT,SPOT,,1548133413000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,100,,USDT,,live,,0.00001,
,LINK,1,,,,,,,LINK-USDT,SPOT,5,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.1,,USDT,,live,,0.001,
,LING,1,,,,,,,LING-USDT,SPOT,,1663052125000,0.01,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,500,,USDT,,live,,0.0000001,
,LITH,1,,,,,,,LITH-USDT,SPOT,,1632725817000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,100,,USDT,,live,,0.000001,
,LON,1,,,,,,,LON-USDT,SPOT,5,1608658200000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.1,,USDT,,live,,0.001,
,LOON,1,,,,,,,LOON-USDT,SPOT,,1607644800000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,10,,USDT,,live,,0.00001,
,LOOKS,1,,,,,,,LOOKS-USDT,SPOT,5,1642063292000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1,,USDT,,live,,0.0001,
,LPT,1,,,,,,,LPT-USDT,SPOT,5,1617354075000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.1,,USDT,,live,,0.01,
,LRC,1,,,,,,,LRC-USDT,SPOT,5,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1,,USDT,,live,,0.0001,
,LSK,1,,,,,,,LSK-USDT,SPOT,,1548133413000,0.00000001,9999999999,9999999999,1000000,1000000,9999999999,9999999999,0.1,,USDT,,live,,0.001,
,LUNC,1,,,,,,,LUNC-USDT,SPOT,5,1653636192000,1,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,10000,,USDT,,live,,0.00000001,
,LUNA,1,,,,,,,LUNA-USDT,SPOT,5,1653732267000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,1,,USDT,,live,,0.0001,
,MAGIC,1,,,,,,,MAGIC-USDT,SPOT,,1644820923000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1,,USDT,,live,,0.001,
,MANA,1,,,,,,,MANA-USDT,SPOT,5,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1,,USDT,,live,,0.0001,
,MATIC,1,,,,,,,MATIC-USDT,SPOT,5,1617008400000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1,,USDT,,live,,0.0001,
,MCO,1,,,,,,,MCO-USDT,SPOT,,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.1,,USDT,,live,,0.01,
,MDA,1,,,,,,,MDA-USDT,SPOT,,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1,,USDT,,live,,0.0001,
,MDT,1,,,,,,,MDT-USDT,SPOT,,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,10,,USDT,,live,,0.00001,
,MENGO,1,,,,,,,MENGO-USDT,SPOT,,1663915767000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,1,,USDT,,live,,0.00001,
,METIS,1,,,,,,,METIS-USDT,SPOT,,1644471448000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.01,,USDT,,live,,0.01,
,MILO,1,,,,,,,MILO-USDT,SPOT,,1648531576000,1,9999999999999999,9999999999999999,20000000000,20000000000,9999999999999999,9999999999999999,10000000,,USDT,,live,,0.00000000001,
,MINA,1,,,,,,,MINA-USDT,SPOT,5,1622508605000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1,,USDT,,live,,0.001,
,MIR,1,,,,,,,MIR-USDT,SPOT,,1612431214000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.1,,USDT,,live,,0.001,
,MITH,1,,,,,,,MITH-USDT,SPOT,,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,10,,USDT,,live,,0.00001,
,MKR,1,,,,,,,MKR-USDT,SPOT,5,1548133413000,0.00000001,9999999999,9999999999,1000000,1000000,9999999999,9999999999,0.001,,USDT,,live,,0.1,
,MLN,1,,,,,,,MLN-USDT,SPOT,,1599778816000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.01,,USDT,,live,,0.1,
,MOF,1,,,,,,,MOF-USDT,SPOT,,1607503451000,0.001,999999999999999,999999999999999,1000000,1000000,999999999999999,999999999999999,1000,,USDT,,live,,0.0000001,
,MON,1,,,,,,,MON-USDT,SPOT,,1600408444000,0.001,999999999999999,999999999999999,1000000,1000000,999999999999999,999999999999999,1000,,USDT,,live,,0.000001,
,MOVR,1,,,,,,,MOVR-USDT,SPOT,,1638946446000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.01,,USDT,,live,,0.01,
,MOVEZ,1,,,,,,,MOVEZ-USDT,SPOT,,1654834980000,0.01,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,100,,USDT,,live,,0.00001,
,MRST,1,,,,,,,MRST-USDT,SPOT,,1667966214000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,10,,USDT,,live,,0.00001,
,MXC,1,,,,,,,MXC-USDT,SPOT,,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,100,,USDT,,live,,0.00001,
,MXT,1,,,,,,,MXT-USDT,SPOT,,1600983297000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1000,,USDT,,live,,0.000001,
,NAS,1,,,,,,,NAS-USDT,SPOT,,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1,,USDT,,live,,0.0001,
,NEAR,1,,,,,,,NEAR-USDT,SPOT,5,1606946400000,0.00000001,9999999999,9999999999,1000000,1000000,9999999999,9999999999,0.5,,USDT,,live,,0.001,
,NEO,1,,,,,,,NEO-USDT,SPOT,10,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.01,,USDT,,live,,0.001,
,NFT,1,,,,,,,NFT-USDT,SPOT,5,1636612984000,1,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,1000000,,USDT,,live,,0.0000000001,
,NMR,1,,,,,,,NMR-USDT,SPOT,,1599778808000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.01,,USDT,,live,,0.01,
,NULS,1,,,,,,,NULS-USDT,SPOT,,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1,,USDT,,live,,0.0001,
,NYM,1,,,,,,,NYM-USDT,SPOT,,1649940999000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,1,,USDT,,live,,0.0001,
,OAS,1,,,,,,,OAS-USDT,SPOT,,1670823117000,0.01,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,100,,USDT,,live,,0.000001,
,OM,1,,,,,,,OM-USDT,SPOT,,1598320800000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,10,,USDT,,live,,0.0001,
,OMG,1,,,,,,,OMG-USDT,SPOT,5,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.1,,USDT,,live,,0.001,
,OMI,1,,,,,,,OMI-USDT,SPOT,,1627898400000,0.001,999999999999999,999999999999999,1000000,1000000,999999999999999,999999999999999,1000,,USDT,,live,,0.000001,
,ONE,1,,,,,,,ONE-USDT,SPOT,,1641439173000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,10,,USDT,,live,,0.00001,
,ONT,1,,,,,,,ONT-USDT,SPOT,10,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1,,USDT,,live,,0.0001,
,OP,1,,,,,,,OP-USDT,SPOT,5,1654017130000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,1,,USDT,,live,,0.0001,
,ORBS,1,,,,,,,ORBS-USDT,SPOT,,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,10,,USDT,,live,,0.0001,
,ORB,1,,,,,,,ORB-USDT,SPOT,,1647842908000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,10,,USDT,,live,,0.0001,
,ORS,1,,,,,,,ORS-USDT,SPOT,,1548133413000,1,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,100,,USDT,,live,,0.00001,
,OXT,1,,,,,,,OXT-USDT,SPOT,,1585530000000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1,,USDT,,live,,0.0001,
,PAY,1,,,,,,,PAY-USDT,SPOT,,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,10,,USDT,,live,,0.00001,
,PCI,1,,,,,,,PCI-USDT,SPOT,,1648624377000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,1,,USDT,,live,,0.0001,
,PEOPLE,1,,,,,,,PEOPLE-USDT,SPOT,5,1637910407000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,10,,USDT,,live,,0.00001,
,PERP,1,,,,,,,PERP-USDT,SPOT,5,1615367068000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.1,,USDT,,live,,0.001,
,PHA,1,,,,,,,PHA-USDT,SPOT,,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1,,USDT,,live,,0.0001,
,PICKLE,1,,,,,,,PICKLE-USDT,SPOT,,1607464847000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.1,,USDT,,live,,0.001,
,PIT,1,,,,,,,PIT-USDT,SPOT,,1648532055000,1,9999999999999999,9999999999999999,300000000000,300000000000,9999999999999999,9999999999999999,500000000,,USDT,,live,,0.000000000001,
,PLG,1,,,,,,,PLG-USDT,SPOT,,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1000,,USDT,,live,,0.000001,
,PNK,1,,,,,,,PNK-USDT,SPOT,,1597795200000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,10,,USDT,,live,,0.0001,
,POLS,1,,,,,,,POLS-USDT,SPOT,,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1,,USDT,,live,,0.001,
,POLYDOGE,1,,,,,,,POLYDOGE-USDT,SPOT,,1636365219000,1,9999999999999999,9999999999999999,25000000000,25000000000,9999999999999999,9999999999999999,100000000,,USDT,,live,,0.00000000001,
,POR,1,,,,,,,POR-USDT,SPOT,,1663915767000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,1,,USDT,,live,,0.0001,
,PPT,1,,,,,,,PPT-USDT,SPOT,,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.1,,USDT,,live,,0.0001,
,PRQ,1,,,,,,,PRQ-USDT,SPOT,,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1,,USDT,,live,,0.0001,
,PST,1,,,,,,,PST-USDT,SPOT,,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,10,,USDT,,live,,0.00001,
,PSTAKE,1,,,,,,,PSTAKE-USDT,SPOT,,1645689409000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1,,USDT,,live,,0.0001,
,QOM,1,,,,,,,QOM-USDT,SPOT,,1648532055000,1,9999999999999999,9999999999999999,4000000000,4000000000,9999999999999999,9999999999999999,10000000,,USDT,,live,,0.0000000001,
,QTUM,1,,,,,,,QTUM-USDT,SPOT,10,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.1,,USDT,,live,,0.001,
,RACA,1,,,,,,,RACA-USDT,SPOT,,1638857971000,0.001,999999999999999,999999999999999,1000000,1000000,999999999999999,999999999999999,1000,,USDT,,live,,0.0000001,
,RAY,1,,,,,,,RAY-USDT,SPOT,,1639723800000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1,,USDT,,live,,0.001,
,REN,1,,,,,,,REN-USDT,SPOT,5,1598569247000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1,,USDT,,live,,0.0001,
,REP,1,,,,,,,REP-USDT,SPOT,,1599778800000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.01,,USDT,,live,,0.01,
,REVV,1,,,,,,,REVV-USDT,SPOT,,1629873979000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,10,,USDT,,live,,0.00001,
,RFUEL,1,,,,,,,RFUEL-USDT,SPOT,,1601254800000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,5,,USDT,,live,,0.00001,
,RIO,1,,,,,,,RIO-USDT,SPOT,,1600216218000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1,,USDT,,live,,0.0001,
,RNT,1,,,,,,,RNT-USDT,SPOT,,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,100,,USDT,,live,,0.000001,
,ROAD,1,,,,,,,ROAD-USDT,SPOT,,1573683355000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,100,,USDT,,live,,0.000001,
,RON,1,,,,,,,RON-USDT,SPOT,,1643289707000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1,,USDT,,live,,0.001,
,RSR,1,,,,,,,RSR-USDT,SPOT,5,1598569278000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,10,,USDT,,live,,0.00001,
,RSS3,1,,,,,,,RSS3-USDT,SPOT,5,1644810506000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,10,,USDT,,live,,0.0001,
,RVN,1,,,,,,,RVN-USDT,SPOT,5,1582074000000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,10,,USDT,,live,,0.00001,
,SAITAMA,1,,,,,,,SAITAMA-USDT,SPOT,,1655264502000,0.01,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,1000,,USDT,,live,,0.000001,
,SAMO,1,,,,,,,SAMO-USDT,SPOT,,1636093834000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,10,,USDT,,live,,0.00001,
,SAND,1,,,,,,,SAND-USDT,SPOT,5,1616029200000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1,,USDT,,live,,0.0001,
,SC,1,,,,,,,SC-USDT,SPOT,,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,100,,USDT,,live,,0.000001,
,SD,1,,,,,,,SD-USDT,SPOT,,1647338743000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1,,USDT,,live,,0.0001,
,SFG,1,,,,,,,SFG-USDT,SPOT,,1601337600000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1,,USDT,,live,,0.0001,
,SHIB,1,,,,,,,SHIB-USDT,SPOT,5,1620452410000,1,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,50000,,USDT,,live,,0.00000001,
,SIS,1,,,,,,,SIS-USDT,SPOT,,1639638238000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1,,USDT,,live,,0.0001,
,SKEB,1,,,,,,,SKEB-USDT,SPOT,,1662607568000,0.01,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,500,,USDT,,live,,0.0000001,
,SKL,1,,,,,,,SKL-USDT,SPOT,5,1617008400000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1,,USDT,,live,,0.0001,
,SLP,1,,,,,,,SLP-USDT,SPOT,5,1629354835000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,10,,USDT,,live,,0.00001,
,SNT,1,,,,,,,SNT-USDT,SPOT,5,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,10,,USDT,,live,,0.00001,
,SNX,1,,,,,,,SNX-USDT,SPOT,5,1595543578000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.1,,USDT,,live,,0.001,
,SOC,1,,,,,,,SOC-USDT,SPOT,,1548133413000,0.000001,999999999999,999999999999,999999,999999,999999999999,999999999999,100,,USDT,,live,,0.000001,
,SOS,1,,,,,,,SOS-USDT,SPOT,,1640427125000,1,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,1000000,,USDT,,live,,0.000000001,
,SPELL,1,,,,,,,SPELL-USDT,SPOT,,1634282681000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,100,,USDT,,live,,0.000001,
,SRM,1,,,,,,,SRM-USDT,SPOT,,1597352407000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.1,,USDT,,live,,0.001,
,STARL,1,,,,,,,STARL-USDT,SPOT,5,1635146385000,1,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,100000,,USDT,,live,,0.000000001,
,STC,1,,,,,,,STC-USDT,SPOT,,1661149481000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.1,,USDT,,live,,0.001,
,STORJ,1,,,,,,,STORJ-USDT,SPOT,5,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1,,USDT,,live,,0.0001,
,STRK,1,,,,,,,STRK-USDT,SPOT,,1620810020000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.1,,USDT,,live,,0.01,
,STX,1,,,,,,,STX-USDT,SPOT,,1614852010000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1,,USDT,,live,,0.0001,
,SUN,1,,,,,,,SUN-USDT,SPOT,,1625468400000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,100,,USDT,,live,,0.00001,
,SUSHI,1,,,,,,,SUSHI-USDT,SPOT,5,1598919600000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.1,,USDT,,live,,0.001,
,SWEAT,1,,,,,,,SWEAT-USDT,SPOT,5,1663052031000,0.01,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,1,,USDT,,live,,0.0000001,
,SWFTC,1,,,,,,,SWFTC-USDT,SPOT,,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,100,,USDT,,live,,0.000001,
,SWRV,1,,,,,,,SWRV-USDT,SPOT,5,1599681629000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1,,USDT,,live,,0.0001,
,T,1,,,,,,,T-USDT,SPOT,,1617163770000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,10,,USDT,,live,,0.0001,
,TAI,1,,,,,,,TAI-USDT,SPOT,,1599433207000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1,,USDT,,live,,0.0001,
,TAKI,1,,,,,,,TAKI-USDT,SPOT,,1651125446000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,10,,USDT,,live,,0.00001,
,TAMA,1,,,,,,,TAMA-USDT,SPOT,,1664264522000,0.01,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,100,,USDT,,live,,0.000001,
,TCT,1,,,,,,,TCT-USDT,SPOT,,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,10,,USDT,,live,,0.00001,
,THETA,1,,,,,,,THETA-USDT,SPOT,5,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.1,,USDT,,live,,0.001,
,THG,1,,,,,,,THG-USDT,SPOT,,1639984183000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1,,USDT,,live,,0.0001,
,TON,1,,,,,,,TON-USDT,SPOT,5,1651204987000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,1,,USDT,,live,,0.001,
,TOPC,1,,,,,,,TOPC-USDT,SPOT,,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,100,,USDT,,live,,0.000001,
,TOWN,1,,,,,,,TOWN-USDT,SPOT,,1637167064000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1,,USDT,,live,,0.00001,
,TRADE,1,,,,,,,TRADE-USDT,SPOT,,1599094800000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1,,USDT,,live,,0.0001,
,TRA,1,,,,,,,TRA-USDT,SPOT,,1617966991000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1,,USDT,,live,,0.001,
,TRB,1,,,,,,,TRB-USDT,SPOT,5,1598569262000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.01,,USDT,,live,,0.01,
,TRUE,1,,,,,,,TRUE-USDT,SPOT,,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,10,,USDT,,live,,0.00001,
,TRX,1,,,,,,,TRX-USDT,SPOT,10,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,10,,USDT,,live,,0.00001,
,TUP,1,,,,,,,TUP-USDT,SPOT,,1601448516000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,10,,USDT,,live,,0.00001,
,UMA,1,,,,,,,UMA-USDT,SPOT,5,1598828400000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.1,,USDT,,live,,0.001,
,UMEE,1,,,,,,,UMEE-USDT,SPOT,,1645000012000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,10,,USDT,,live,,0.00001,
,UNI,1,,,,,,,UNI-USDT,SPOT,5,1600280910000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.1,,USDT,,live,,0.001,
,USDC,1,,,,,,,USDC-USDT,SPOT,5,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1,,USDT,,live,,0.0001,
,USTC,1,,,,,,,USTC-USDT,SPOT,5,1653637997000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,100,,USDT,,live,,0.00001,
